FBgn0031208	CR11023   	chr2L     	7529      	9484      	+         	7529      	1.35995948996221	in        	PcG1      	chr2L     	5001      	20000     
FBgn0029693	Cmtr1     	chrX      	4097592   	4101031   	-         	4101031   	-0.00768461494010489	in        	Active546 	chrX      	4095000   	4135000   
FBgn0004832	Xpac      	chrX      	4102955   	4104197   	-         	4104197   	0.0713748304379822	in        	Active546 	chrX      	4095000   	4135000   
FBgn0000221	brn       	chrX      	4104342   	4105791   	+         	4104342   	0.0462727854120308	in        	Active546 	chrX      	4095000   	4135000   
FBgn0026084	cib       	chrX      	4106113   	4110981   	+         	4106113   	0.0422284574576847	in        	Active546 	chrX      	4095000   	4135000   
FBgn0026079	Nsun2     	chrX      	4111156   	4113734   	-         	4113734   	-0.180596277888355	in        	Active546 	chrX      	4095000   	4135000   
FBgn0026085	dgt4      	chrX      	4113701   	4114929   	+         	4113701   	-0.096417931794803	in        	Active546 	chrX      	4095000   	4135000   
FBgn0026080	Tip60     	chrX      	4114800   	4117487   	-         	4117487   	0.0365987915524676	in        	Active546 	chrX      	4095000   	4135000   
FBgn0026083	tyf       	chrX      	4117020   	4130016   	+         	4117020   	-0.184968937151616	in        	Active546 	chrX      	4095000   	4135000   
FBgn0066114	GlcAT-I   	chrX      	4131211   	4132833   	+         	4131211   	0.0179999385557619	in        	Active546 	chrX      	4095000   	4135000   
FBgn0000635	Fas2      	chrX      	4132887   	4206093   	-         	4206093   	0.305368093023989	in        	Active547 	chrX      	4161000   	4209000   
FBgn0040906	CG15579   	chrX      	4311279   	4311799   	-         	4311799   	1.46215185936266	in        	Null683   	chrX      	4294000   	4352000   
FBgn0266262	lncRNA:CR44957	chrX      	4311989   	4315059   	-         	4315059   	1.08071585540407	in        	Null683   	chrX      	4294000   	4352000   
FBgn0002707	mei-9     	chrX      	4314230   	4318801   	-         	4318801   	0.104330256641359	in        	Null683   	chrX      	4294000   	4352000   
FBgn0266570	NO66      	chrX      	4319438   	4321745   	+         	4319438   	-0.121853322414566	in        	Null683   	chrX      	4294000   	4352000   
FBgn0040907	mRpL33    	chrX      	4321764   	4322231   	-         	4322231   	-0.241273379253871	in        	Null683   	chrX      	4294000   	4352000   
FBgn0262738	norpA     	chrX      	4322626   	4365408   	+         	4322626   	0.312511772389866	in        	Null683   	chrX      	4294000   	4352000   
FBgn0029706	CG3626    	chrX      	4366417   	4371136   	+         	4366417   	-0.188651819412501	in        	PcG187    	chrX      	4364000   	4529000   
FBgn0267040	lncRNA:CR45484	chrX      	4373981   	4377716   	+         	4373981   	1.86658041639259	in        	PcG187    	chrX      	4364000   	4529000   
FBgn0029707	CG12688   	chrX      	4380758   	4382466   	+         	4380758   	1.38261597459988	in        	PcG187    	chrX      	4364000   	4529000   
FBgn0052773	lncRNA:CR32773	chrX      	4387676   	4611385   	-         	4611385   	-1.46715784742202	in        	PcG188    	chrX      	4554000   	4626000   
FBgn0000179	bi        	chrX      	4412856   	4485647   	+         	4412856   	-0.68454240292463	in        	PcG187    	chrX      	4364000   	4529000   
FBgn0029708	CG3556    	chrX      	4530231   	4535464   	+         	4530231   	0.109068594433608	in        	Active548 	chrX      	4529000   	4554000   
FBgn0003210	rb        	chrX      	4535635   	4540626   	-         	4540626   	-0.146497258146445	in        	Active548 	chrX      	4529000   	4554000   
FBgn0029709	CHOp24    	chrX      	4540908   	4542506   	+         	4540908   	0.0860915293411389	in        	Active548 	chrX      	4529000   	4554000   
FBgn0029710	CG3568    	chrX      	4542630   	4544497   	+         	4542630   	-0.863520885236485	in        	Active548 	chrX      	4529000   	4554000   
FBgn0029711	Usf       	chrX      	4544617   	4548794   	-         	4548794   	-0.49590854105347	in        	Active548 	chrX      	4529000   	4554000   
FBgn0029712	CG15912   	chrX      	4549070   	4549957   	+         	4549070   	-0.257802833581797	in        	Active548 	chrX      	4529000   	4554000   
FBgn0029713	CG11436   	chrX      	4549883   	4551878   	-         	4551878   	0.213701769615883	in        	Active548 	chrX      	4529000   	4554000   
FBgn0029714	CG3527    	chrX      	4551973   	4553006   	+         	4551973   	-0.14554916433136	in        	Active548 	chrX      	4529000   	4554000   
FBgn0029715	CG11444   	chrX      	4553117   	4554398   	-         	4554398   	-0.245300463727787	in        	PcG188    	chrX      	4554000   	4626000   
FBgn0029716	CG3546    	chrX      	4558072   	4560317   	+         	4558072   	3.62181869042997	in        	PcG188    	chrX      	4554000   	4626000   
FBgn0003053	peb       	chrX      	4617564   	4627206   	+         	4617564   	0.157965388132712	in        	PcG188    	chrX      	4554000   	4626000   
FBgn0025387	CG12184   	chrX      	4627380   	4630936   	-         	4630936   	0.530498908785158	in        	Het38     	chrX      	4626000   	4667000   
FBgn0025388	CG12179   	chrX      	4631052   	4636004   	-         	4636004   	0.429271975204196	in        	Het38     	chrX      	4626000   	4667000   
FBgn0025739	pon       	chrX      	4636318   	4639112   	+         	4636318   	0.34717504142881	in        	Het38     	chrX      	4626000   	4667000   
FBgn0029718	mRpL30    	chrX      	4647871   	4648646   	+         	4647871   	0.0769266620280716	in        	Het38     	chrX      	4626000   	4667000   
FBgn0025615	Torsin    	chrX      	4648592   	4650032   	-         	4650032   	-0.210883333571407	in        	Het38     	chrX      	4626000   	4667000   
FBgn0022942	Cbp80     	chrX      	4650015   	4658259   	+         	4650015   	-0.253234438676117	in        	Het38     	chrX      	4626000   	4667000   
FBgn0029719	CG15473   	chrX      	4651955   	4654497   	-         	4654497   	2.35051577867884	in        	Het38     	chrX      	4626000   	4667000   
FBgn0029720	CG3009    	chrX      	4658158   	4666700   	-         	4666700   	-0.464950080230044	in        	Het38     	chrX      	4626000   	4667000   
FBgn0262699	fzr       	chrX      	4667290   	4679537   	-         	4679537   	0.0501234306648445	12537out  	NA        	NA        	NA        	NA        
FBgn0022768	Pp2C1     	chrX      	4679988   	4686903   	-         	4686903   	-0.0647141284020411	18097out  	NA        	NA        	NA        	NA        
FBgn0011760	ctp       	chrX      	4687800   	4702034   	+         	4687800   	0.0181449617162076	17200out  	NA        	NA        	NA        	NA        
FBgn0028325	Pdha      	chrX      	4702284   	4705265   	+         	4702284   	0.150039000895585	in        	Null684   	chrX      	4705000   	4725000   
FBgn0029722	CG7024    	chrX      	4705309   	4707504   	+         	4705309   	2.57034854437837	in        	Null684   	chrX      	4705000   	4725000   
FBgn0029723	Proc-R    	chrX      	4707916   	4729487   	+         	4707916   	-0.434747720546767	in        	Null684   	chrX      	4705000   	4725000   
FBgn0029728	CG2861    	chrX      	4797231   	4804862   	-         	4804862   	-1.13799451935139	in        	Null687   	chrX      	4761000   	4829000   
FBgn0052772	CG32772   	chrX      	4909102   	4915161   	+         	4909102   	-0.063907449102707	102out    	Null688   	chrX      	4831000   	4909000   
FBgn0029736	CG4041    	chrX      	4915280   	4918447   	-         	4918447   	-0.0289492371521483	9447out   	NA        	NA        	NA        	NA        
FBgn0029737	CG6903    	chrX      	4918730   	4921648   	+         	4918730   	-0.00316385793838251	9730out   	NA        	NA        	NA        	NA        
FBgn0285992	hpRNA:CR46342	chrX      	4921677   	4928133   	-         	4928133   	0.529276574139235	19133out  	NA        	NA        	NA        	NA        
FBgn0266000	CG44774   	chrX      	4926664   	4938105   	-         	4938105   	0.624636921927453	20895out  	NA        	NA        	NA        	NA        
FBgn0004368	Ptp4E     	chrX      	4939128   	4955916   	+         	4939128   	-0.0380972153904251	19872out  	NA        	NA        	NA        	NA        
FBgn0266096	lncRNA:CR44833	chrX      	4956646   	5063868   	-         	5063868   	0.830977882535242	21132out  	NA        	NA        	NA        	NA        
FBgn0061196	CG15468   	chrX      	4959929   	4961128   	-         	4961128   	-0.964021096481597	in        	Null689   	chrX      	4959000   	4985000   
FBgn0003028	ovo       	chrX      	5048273   	5070929   	+         	5048273   	-0.430767680192428	36727out  	NA        	NA        	NA        	NA        
FBgn0052767	CG32767   	chrX      	5071027   	5084768   	-         	5084768   	-0.02235160264197	232out    	Active549 	chrX      	5085000   	5090000   
FBgn0266098	rg        	chrX      	5085759   	5254864   	+         	5085759   	-1.89781720676473	in        	Active549 	chrX      	5085000   	5090000   
FBgn0261803	CG42749   	chrX      	5296066   	5306288   	+         	5296066   	0.029352121933343	in        	Active550 	chrX      	5288000   	5336000   
FBgn0029750	CG3323    	chrX      	5302988   	5305691   	-         	5305691   	0.703315529393893	in        	Active550 	chrX      	5288000   	5336000   
FBgn0029751	CG17764   	chrX      	5306261   	5307417   	-         	5307417   	0.379338977080228	in        	Active550 	chrX      	5288000   	5336000   
FBgn0263237	Cdk7      	chrX      	5307465   	5308983   	-         	5308983   	0.0755113271222294	in        	Active550 	chrX      	5288000   	5336000   
FBgn0003449	snf       	chrX      	5309242   	5310501   	+         	5309242   	-0.0930534552504189	in        	Active550 	chrX      	5288000   	5336000   
FBgn0029752	TrxT      	chrX      	5310581   	5311888   	-         	5311888   	0.867034880567788	in        	Active550 	chrX      	5288000   	5336000   
FBgn0029754	CG15930   	chrX      	5315130   	5317295   	-         	5317295   	-0.234276795090334	in        	Active550 	chrX      	5288000   	5336000   
FBgn0029755	Sas10     	chrX      	5317409   	5319071   	+         	5317409   	0.00784459783907711	in        	Active550 	chrX      	5288000   	5336000   
FBgn0014024	Rnp4F     	chrX      	5318928   	5322696   	-         	5322696   	-0.134061942461713	in        	Active550 	chrX      	5288000   	5336000   
FBgn0284442	Mcm3      	chrX      	5323855   	5326738   	+         	5323855   	-0.28878955094157	in        	Active550 	chrX      	5288000   	5336000   
FBgn0029756	CG3309    	chrX      	5326675   	5329347   	-         	5329347   	-0.17197136162924	in        	Active550 	chrX      	5288000   	5336000   
FBgn0026751	XRCC1     	chrX      	5329876   	5332435   	+         	5329876   	-0.23018226316668	in        	Active550 	chrX      	5288000   	5336000   
FBgn0029761	SK        	chrX      	5340236   	5405138   	+         	5340236   	1.5622572095601	in        	Null693   	chrX      	5336000   	5410000   
FBgn0029762	NAAT1     	chrX      	5405238   	5410849   	-         	5410849   	-5.42230553652641	in        	Active551 	chrX      	5410000   	5439000   
FBgn0263987	spoon     	chrX      	5412386   	5420867   	-         	5420867   	-0.0370342396153664	in        	Active551 	chrX      	5410000   	5439000   
FBgn0029763	Usp16-45  	chrX      	5421533   	5427219   	+         	5421533   	-0.185896432211262	in        	Active551 	chrX      	5410000   	5439000   
FBgn0267073	lncRNA:CR45517	chrX      	5428483   	5429256   	+         	5428483   	-0.813626886559656	in        	Active551 	chrX      	5410000   	5439000   
FBgn0029766	CG15784   	chrX      	5429571   	5432526   	+         	5429571   	2.62863207831781	in        	Active551 	chrX      	5410000   	5439000   
FBgn0029771	CG12730   	chrX      	5516608   	5518771   	+         	5516608   	0.104166898540558	in        	PcG189    	chrX      	5515000   	5613000   
FBgn0267074	asRNA:CR45518	chrX      	5516993   	5517500   	-         	5517500   	-0.25005907821293	in        	PcG189    	chrX      	5515000   	5613000   
FBgn0250904	CG34434   	chrX      	5614554   	5616370   	-         	5616370   	1.09204534082419	in        	Het39     	chrX      	5613000   	5663000   
FBgn0029778	RhoGAP5A  	chrX      	5616572   	5618806   	-         	5618806   	0.0898570928840984	in        	Het39     	chrX      	5613000   	5663000   
FBgn0004687	Mlc-c     	chrX      	5619136   	5622539   	-         	5622539   	0.00108275894053878	in        	Het39     	chrX      	5613000   	5663000   
FBgn0026702	Pop1      	chrX      	5622648   	5625493   	+         	5622648   	0.0896007024907294	in        	Het39     	chrX      	5613000   	5663000   
FBgn0259994	OtopLa    	chrX      	5625676   	5648487   	-         	5648487   	0.448858721397303	in        	Het39     	chrX      	5613000   	5663000   
FBgn0259150	OtopLc    	chrX      	5650567   	5662861   	-         	5662861   	2.0343335580173	in        	Het39     	chrX      	5613000   	5663000   
FBgn0029783	Sirt4     	chrX      	5664628   	5665940   	-         	5665940   	-0.0324047521502948	in        	Active552 	chrX      	5663000   	5697000   
FBgn0028474	CG4119    	chrX      	5666052   	5670652   	+         	5666052   	-0.146422329722048	in        	Active552 	chrX      	5663000   	5697000   
FBgn0015794	Rab18     	chrX      	5670827   	5671812   	-         	5671812   	0.139435357081967	in        	Active552 	chrX      	5663000   	5697000   
FBgn0029785	RpL35     	chrX      	5672401   	5673547   	+         	5672401   	0.0513507167459027	in        	Active552 	chrX      	5663000   	5697000   
FBgn0046687	Tre1      	chrX      	5673830   	5679977   	-         	5679977   	0.50740686414655	in        	Active552 	chrX      	5663000   	5697000   
FBgn0003747	Gr5a      	chrX      	5680617   	5682488   	+         	5680617   	0.217272580968807	in        	Active552 	chrX      	5663000   	5697000   
FBgn0266263	asRNA:CR44958	chrX      	5680627   	5682127   	-         	5682127   	-0.571924336416097	in        	Active552 	chrX      	5663000   	5697000   
FBgn0259926	CG42449   	chrX      	5683240   	5684456   	+         	5683240   	0.597989072837371	in        	Active552 	chrX      	5663000   	5697000   
FBgn0029789	PGAP1     	chrX      	5685253   	5689473   	-         	5689473   	0.143074442503361	in        	Active552 	chrX      	5663000   	5697000   
FBgn0267081	asRNA:CR45525	chrX      	5689852   	5691172   	-         	5691172   	5.52738816717765	in        	Active552 	chrX      	5663000   	5697000   
FBgn0000394	cv        	chrX      	5690002   	5693084   	+         	5690002   	-1.27059842550168	in        	Active552 	chrX      	5663000   	5697000   
FBgn0027564	CG3149    	chrX      	5692945   	5695205   	-         	5695205   	0.0651066660374658	in        	Active552 	chrX      	5663000   	5697000   
FBgn0261927	lncRNA:CR42794	chrX      	5697123   	5697660   	+         	5697123   	0.143665256212008	in        	Active553 	chrX      	5697000   	5745000   
FBgn0029791	AdamTS-B  	chrX      	5698557   	5708633   	+         	5698557   	0.322467414607219	in        	Active553 	chrX      	5697000   	5745000   
FBgn0053080	CG33080   	chrX      	5708559   	5717778   	-         	5717778   	0.428416654088074	in        	Active553 	chrX      	5697000   	5745000   
FBgn0052758	Snx27     	chrX      	5719374   	5738031   	-         	5738031   	-0.207989133938559	in        	Active553 	chrX      	5697000   	5745000   
FBgn0029795	CG15773   	chrX      	5732740   	5734614   	+         	5732740   	3.08955343577334	in        	Active553 	chrX      	5697000   	5745000   
FBgn0261383	IntS6     	chrX      	5738663   	5747254   	-         	5747254   	-0.357700397682132	in        	Active553 	chrX      	5697000   	5745000   
FBgn0029798	CG4078    	chrX      	5747747   	5752077   	+         	5747747   	0.0972471469577747	2747out   	Active553 	chrX      	5697000   	5745000   
FBgn0029799	CG15772   	chrX      	5752249   	5754041   	+         	5752249   	1.0135684406217	7249out   	NA        	NA        	NA        	NA        
FBgn0029800	lin-52    	chrX      	5753390   	5754958   	-         	5754958   	0.00818321155915121	9958out   	NA        	NA        	NA        	NA        
FBgn0267084	asRNA:CR45528	chrX      	5755492   	5756710   	-         	5756710   	0.268102770034575	11710out  	NA        	NA        	NA        	NA        
FBgn0029801	CG15771   	chrX      	5755574   	5759751   	+         	5755574   	-0.108114110824296	10574out  	NA        	NA        	NA        	NA        
FBgn0013987	MAPk-Ak2  	chrX      	5759908   	5764203   	-         	5764203   	0.119155529412396	4797out   	Null696   	chrX      	5769000   	5865000   
FBgn0261610	CG42699   	chrX      	5764553   	5789576   	+         	5764553   	-0.509660505606498	in        	Null696   	chrX      	5769000   	5865000   
FBgn0029804	CG3097    	chrX      	5765855   	5770780   	-         	5770780   	0.514610343244231	in        	Null696   	chrX      	5769000   	5865000   
FBgn0029807	CG3108    	chrX      	5777195   	5781620   	-         	5781620   	0.425449460276767	in        	Null696   	chrX      	5769000   	5865000   
FBgn0265417	CG44329   	chrX      	5812273   	5812977   	-         	5812977   	1.12829173801032	in        	Null696   	chrX      	5769000   	5865000   
FBgn0029813	AgmNAT    	chrX      	5814864   	5815820   	-         	5815820   	-0.31766611861179	in        	Null696   	chrX      	5769000   	5865000   
FBgn0029814	CG15765   	chrX      	5818559   	5840823   	+         	5818559   	-0.914661540357604	in        	Null696   	chrX      	5769000   	5865000   
FBgn0262945	lncRNA:CR43264	chrX      	5831898   	5832215   	-         	5832215   	2.01683926246572	in        	Null696   	chrX      	5769000   	5865000   
FBgn0029818	GAA1      	chrX      	5870841   	5873357   	-         	5873357   	0.122845454696202	in        	Active554 	chrX      	5871000   	5917000   
FBgn0014340	mof       	chrX      	5873840   	5876853   	-         	5876853   	0.0659493455035352	in        	Active554 	chrX      	5871000   	5917000   
FBgn0029819	Usp30     	chrX      	5877000   	5879787   	-         	5879787   	0.0474652358987546	in        	Active554 	chrX      	5871000   	5917000   
FBgn0029820	CG16721   	chrX      	5879869   	5883391   	+         	5879869   	0.353218030356616	in        	Active554 	chrX      	5871000   	5917000   
FBgn0267228	lncRNA:CR45668	chrX      	5882480   	5899989   	-         	5899989   	0.231260837404084	in        	Active554 	chrX      	5871000   	5917000   
FBgn0000042	Act5C     	chrX      	5900861   	5905399   	+         	5900861   	-0.490448787668094	in        	Active554 	chrX      	5871000   	5917000   
FBgn0029821	CG4020    	chrX      	5905746   	5908001   	+         	5905746   	0.209433115334246	in        	Active554 	chrX      	5871000   	5917000   
FBgn0029822	CG12236   	chrX      	5908135   	5913079   	+         	5908135   	0.138627904663789	in        	Active554 	chrX      	5871000   	5917000   
FBgn0029823	Shmt      	chrX      	5913067   	5916797   	-         	5916797   	-0.254969091982046	in        	Active554 	chrX      	5871000   	5917000   
FBgn0264939	asRNA:CR44108	chrX      	5914363   	5914649   	+         	5914363   	2.02198011822065	in        	Active554 	chrX      	5871000   	5917000   
FBgn0029824	CG3726    	chrX      	5917097   	5941852   	+         	5917097   	-0.310589089974744	in        	Null697   	chrX      	5917000   	5966000   
FBgn0029825	CG12728   	chrX      	5942606   	5945250   	+         	5942606   	0.284706347702717	in        	Null697   	chrX      	5917000   	5966000   
FBgn0052756	CG32756   	chrX      	5945682   	5948353   	+         	5945682   	0.554250379512767	in        	Null697   	chrX      	5917000   	5966000   
FBgn0029826	CG6041    	chrX      	5948160   	5950208   	+         	5948160   	0.679088686892468	in        	Null697   	chrX      	5917000   	5966000   
FBgn0052755	CG32755   	chrX      	5950251   	5951711   	+         	5950251   	1.40711673564702	in        	Null697   	chrX      	5917000   	5966000   
FBgn0029828	CG6067    	chrX      	5955629   	5958283   	+         	5955629   	-0.995247666935575	in        	Null697   	chrX      	5917000   	5966000   
FBgn0005390	fs(1)M3   	chrX      	5958207   	5964247   	-         	5964247   	1.61064537883797	in        	Null697   	chrX      	5917000   	5966000   
FBgn0029830	Grip      	chrX      	5966279   	5986699   	+         	5966279   	0.625704319138254	in        	Null698   	chrX      	5966000   	5991000   
FBgn0029831	CG5966    	chrX      	5988791   	5992640   	+         	5988791   	1.14356011878855	in        	Null698   	chrX      	5966000   	5991000   
FBgn0027546	CG4766    	chrX      	5997508   	6000797   	-         	6000797   	0.462536659794668	in        	PcG190    	chrX      	5991000   	6040000   
FBgn0265691	lncRNA:CR44498	chrX      	6001511   	6005713   	+         	6001511   	0.114193740971248	in        	PcG190    	chrX      	5991000   	6040000   
FBgn0029003	mab-21    	chrX      	6008183   	6013181   	-         	6013181   	0.246927340292848	in        	PcG190    	chrX      	5991000   	6040000   
FBgn0265692	lncRNA:CR44499	chrX      	6013708   	6014019   	+         	6013708   	1.88546843004046	in        	PcG190    	chrX      	5991000   	6040000   
FBgn0003302	rux       	chrX      	6035753   	6037800   	-         	6037800   	0.0324943249985052	in        	PcG190    	chrX      	5991000   	6040000   
FBgn0029833	MCTS1     	chrX      	6037892   	6039576   	+         	6037892   	-0.585408129134902	in        	PcG190    	chrX      	5991000   	6040000   
FBgn0029834	CG5937    	chrX      	6040005   	6050381   	+         	6040005   	0.963585171917217	in        	Null699   	chrX      	6040000   	6177000   
FBgn0029835	CG5921    	chrX      	6050828   	6065646   	+         	6050828   	-0.161107665262963	in        	Null699   	chrX      	6040000   	6177000   
FBgn0029836	CG5928    	chrX      	6067958   	6069264   	+         	6067958   	0.02076966170051	in        	Null699   	chrX      	6040000   	6177000   
FBgn0029837	Tsp5D     	chrX      	6069131   	6074857   	-         	6074857   	0.535795926256519	in        	Null699   	chrX      	6040000   	6177000   
FBgn0029838	CG4666    	chrX      	6076072   	6077786   	-         	6077786   	1.56765646470153	in        	Null699   	chrX      	6040000   	6177000   
FBgn0029839	CG4660    	chrX      	6078708   	6081372   	-         	6081372   	-1.64410900186583	in        	Null699   	chrX      	6040000   	6177000   
FBgn0029840	raptor    	chrX      	6082634   	6090201   	-         	6090201   	-0.174519515939883	in        	Null699   	chrX      	6040000   	6177000   
FBgn0026060	Mipp2     	chrX      	6082709   	6091471   	-         	6091471   	0.0168078823283521	in        	Null699   	chrX      	6040000   	6177000   
FBgn0029843	Nep1      	chrX      	6091205   	6103971   	+         	6091205   	0.363185280373829	in        	Null699   	chrX      	6040000   	6177000   
FBgn0264386	Ca-alpha1T	chrX      	6104085   	6192483   	-         	6192483   	1.86676414896215	in        	Null700   	chrX      	6177000   	6220000   
FBgn0029848	Btnd      	chrX      	6217268   	6219327   	-         	6219327   	-3.13374806544961	in        	Null700   	chrX      	6177000   	6220000   
FBgn0029849	Efr       	chrX      	6219957   	6222719   	+         	6219957   	-0.0837659882205855	in        	Null700   	chrX      	6177000   	6220000   
FBgn0003514	sqh       	chrX      	6223061   	6225140   	-         	6225140   	0.126965200864462	in        	Active555 	chrX      	6221000   	6266000   
FBgn0262730	dtn       	chrX      	6225647   	6236218   	+         	6225647   	0.0704777004252558	in        	Active555 	chrX      	6221000   	6266000   
FBgn0029851	CG14445   	chrX      	6237315   	6240558   	+         	6237315   	3.41785596167225	in        	Active555 	chrX      	6221000   	6266000   
FBgn0023458	Rbcn-3A   	chrX      	6240745   	6255487   	-         	6255487   	-0.131280919959703	in        	Active555 	chrX      	6221000   	6266000   
FBgn0015818	Spx       	chrX      	6255822   	6257596   	+         	6255822   	-0.0934356624753168	in        	Active555 	chrX      	6221000   	6266000   
FBgn0040918	schlank   	chrX      	6257668   	6267228   	-         	6267228   	-0.00876061232241368	in        	Active556 	chrX      	6266000   	6302000   
FBgn0029853	CG3781    	chrX      	6261169   	6262119   	+         	6261169   	-0.0620115228845264	in        	Active555 	chrX      	6221000   	6266000   
FBgn0028982	Spt6      	chrX      	6267797   	6274984   	+         	6267797   	-0.166665461873932	in        	Active556 	chrX      	6266000   	6302000   
FBgn0029854	CG3566    	chrX      	6274972   	6276724   	-         	6276724   	-0.115088382362822	in        	Active556 	chrX      	6266000   	6302000   
FBgn0086558	Ubi-p5E   	chrX      	6276876   	6279647   	-         	6279647   	-0.52043458204	in        	Active556 	chrX      	6266000   	6302000   
FBgn0267086	lncRNA:CR45530	chrX      	6279680   	6280012   	+         	6279680   	-2.96578015066761	in        	Active556 	chrX      	6266000   	6302000   
FBgn0052745	CR32745   	chrX      	6280233   	6280752   	-         	6280752   	-0.913241828695434	in        	Active556 	chrX      	6266000   	6302000   
FBgn0029856	CG11700   	chrX      	6282037   	6283575   	-         	6283575   	-1.43948556213534	in        	Active556 	chrX      	6266000   	6302000   
FBgn0026015	Top3beta  	chrX      	6284138   	6287990   	-         	6287990   	0.108785040807297	in        	Active556 	chrX      	6266000   	6302000   
FBgn0029857	wuho      	chrX      	6288100   	6289562   	+         	6288100   	-0.11724923512212	in        	Active556 	chrX      	6266000   	6302000   
FBgn0028685	Rpt4      	chrX      	6289470   	6291245   	-         	6291245   	-0.194969628279142	in        	Active556 	chrX      	6266000   	6302000   
FBgn0029858	mldr      	chrX      	6291303   	6294177   	+         	6291303   	-0.0219942069133665	in        	Active556 	chrX      	6266000   	6302000   
FBgn0029859	CG15892   	chrX      	6293106   	6294343   	-         	6294343   	4.09396097080457	in        	Active556 	chrX      	6266000   	6302000   
FBgn0029860	CG15891   	chrX      	6294517   	6295345   	-         	6295345   	-0.104076387378545	in        	Active556 	chrX      	6266000   	6302000   
FBgn0029861	CG3815    	chrX      	6295389   	6298970   	+         	6295389   	-0.0838985466256991	in        	Active556 	chrX      	6266000   	6302000   
FBgn0043796	CG12219   	chrX      	6299054   	6301285   	-         	6301285   	-0.060749647913088	in        	Active556 	chrX      	6266000   	6302000   
FBgn0029863	CG3823    	chrX      	6303975   	6306745   	+         	6303975   	-1.68873978829027	in        	Active557 	chrX      	6302000   	6346000   
FBgn0029864	CG15894   	chrX      	6309212   	6329828   	+         	6309212   	-0.666465405643098	in        	Active557 	chrX      	6302000   	6346000   
FBgn0250869	CG42240   	chrX      	6330842   	6333028   	+         	6330842   	-0.519420835945283	in        	Active557 	chrX      	6302000   	6346000   
FBgn0029866	CG3842    	chrX      	6337762   	6343731   	+         	6337762   	-0.0555703963691441	in        	Active557 	chrX      	6302000   	6346000   
FBgn0029867	CG3847    	chrX      	6347103   	6349236   	+         	6347103   	-0.105145218755371	1103out   	Active557 	chrX      	6302000   	6346000   
FBgn0029868	ND-B16.6  	chrX      	6349016   	6350401   	-         	6350401   	-0.136042975760387	2599out   	Het40     	chrX      	6353000   	6374000   
FBgn0261955	kdn       	chrX      	6350629   	6361323   	+         	6350629   	-0.484589510320402	in        	Het40     	chrX      	6353000   	6374000   
FBgn0016974	swaPsi    	chrX      	6361496   	6363310   	-         	6363310   	-2.46981880025298	in        	Het40     	chrX      	6353000   	6374000   
FBgn0029870	Marf      	chrX      	6365949   	6370924   	+         	6365949   	0.0429238987243015	in        	Het40     	chrX      	6353000   	6374000   
FBgn0266051	lncRNA:CR44816	chrX      	6370578   	6371026   	-         	6371026   	3.56957006605917	in        	Het40     	chrX      	6353000   	6374000   
FBgn0003139	PpV       	chrX      	6371065   	6372915   	-         	6372915   	-0.030246419505873	in        	Het40     	chrX      	6353000   	6374000   
FBgn0259242	CG42340   	chrX      	6423123   	6524323   	-         	6524323   	-0.303329993780991	in        	Het41     	chrX      	6522000   	6560000   
FBgn0029873	CG3918    	chrX      	6524464   	6526342   	+         	6524464   	0.0525979754208666	in        	Het41     	chrX      	6522000   	6560000   
FBgn0029874	CG3342    	chrX      	6526106   	6527888   	-         	6527888   	0.0796974564709274	in        	Het41     	chrX      	6522000   	6560000   
FBgn0014031	Spat      	chrX      	6528948   	6530726   	+         	6528948   	0.128738137615399	in        	Het41     	chrX      	6522000   	6560000   
FBgn0014026	RpL7A     	chrX      	6530897   	6533348   	-         	6533348   	-0.0373091622791478	in        	Het41     	chrX      	6522000   	6560000   
FBgn0065071	snoRNA:Or-CD10	chrX      	6531635   	6531701   	-         	6531701   	0.488545397506879	in        	Het41     	chrX      	6522000   	6560000   
FBgn0000524	dx        	chrX      	6533999   	6538575   	+         	6533999   	-0.242634245252393	in        	Het41     	chrX      	6522000   	6560000   
FBgn0085446	CG34417   	chrX      	6540771   	6589173   	+         	6540771   	-0.226315114948567	in        	Het41     	chrX      	6522000   	6560000   
FBgn0029877	CG17717   	chrX      	6589290   	6590646   	+         	6589290   	1.11160713194888	in        	Het42     	chrX      	6574000   	6591000   
FBgn0029878	Pat1      	chrX      	6590776   	6596954   	+         	6590776   	-0.203480651925672	in        	Het42     	chrX      	6574000   	6591000   
FBgn0029879	APC7      	chrX      	6597088   	6599699   	+         	6597088   	2.19725528267096	in        	Active558 	chrX      	6591000   	6655000   
FBgn0029881	pigs      	chrX      	6600062   	6653015   	+         	6600062   	1.21777413064602	in        	Active558 	chrX      	6591000   	6655000   
FBgn0029880	CG14443   	chrX      	6633959   	6636169   	+         	6633959   	2.56650522935651	in        	Active558 	chrX      	6591000   	6655000   
FBgn0029882	CG3226    	chrX      	6653113   	6654248   	-         	6654248   	-0.130149361695612	in        	Active558 	chrX      	6591000   	6655000   
FBgn0028360	Cdc7      	chrX      	6654541   	6659709   	+         	6654541   	-0.0316225972559343	in        	Active558 	chrX      	6591000   	6655000   
FBgn0029885	CG3224    	chrX      	6660552   	6661462   	-         	6661462   	0.093199120637666	in        	Active559 	chrX      	6655000   	6695000   
FBgn0062413	Ctr1A     	chrX      	6661647   	6668258   	+         	6661647   	-0.0702532374618235	in        	Active559 	chrX      	6655000   	6695000   
