seqnames	start	end	width	strand	Conc	Conc_WD_SUMOnub	Conc_WD_NOnub	Fold	p.value	FDR	WD_SUMOnub1	WD_SUMOnub2	WD_SUMOnub3	WD_NOnub1	WD_NOnub2	WD_NOnub3
chr3L	660801	661216	416	*	4.84356122128596	3.59375628986948	5.50302453589963	-1.75794192392188	5.46806406725148e-05	0.00012170852278721	5.65	10.96	19.61	55.08	40.65	40.32
chr3R	27581793	27582436	644	*	5.01298013201638	4.02414020128088	5.59420334251758	-1.48255770289899	5.92339667512627e-05	0.000131540257199356	14.13	15.07	19.61	47.21	58.72	39
chrX	23253272	23253670	399	*	7.14486745051859	7.56292366550703	6.5538485028271	0.980980126122358	5.99857475416889e-05	0.000132904202122182	251.55	143.18	172.53	91.28	99.37	91.21
chr2L	18869147	18869792	646	*	5.50468318102308	4.71488892606858	6.012171796475	-1.26547111746808	6.0926598295831e-05	0.000134679848864468	31.09	28.09	19.61	66.1	64.74	62.79
chr3L	6847001	6847401	401	*	5.31203936677117	4.51444965711342	5.82268787170577	-1.2594760102064	6.20481580842214e-05	0.000136845937692598	19.79	23.29	25.49	55.08	57.21	57.5
chrX	4412474	4413075	602	*	5.88941758357209	5.00404430146041	6.43405387196528	-1.39056158833374	6.27170039488575e-05	0.000138005981354433	25.44	26.72	44.11	64.52	85.82	109.06
chr3R	29841213	29841587	375	*	5.28912712316493	4.37212618805247	5.84532713707468	-1.43093548836178	6.37809743850845e-05	0.000140028230127254	16.96	15.76	29.41	53.51	54.2	64.77
chr3L	23339161	23339401	241	*	4.33131222923933	2.70216080644878	5.07695548104716	-2.12307498951693	6.40890088571616e-05	0.00014038544797283	4.24	5.48	9.8	37.77	43.66	19.83
chr2L	7318012	7318420	409	*	5.12437671092294	4.00220055291164	5.74786871925158	-1.65295936101614	6.54512761210501e-05	0.000143045096680847	15.55	10.96	21.57	51.93	72.27	37.01
chr2L	3537512	3538056	545	*	5.62260647614226	4.8601650512852	6.11881529158283	-1.23957623432507	6.78306736594387e-05	0.000147910678905232	28.26	29.46	29.41	59.8	64.74	83.94
chrX	23431309	23431716	408	*	8.85317313553817	9.26021513163625	8.28406992192539	0.945887809614565	7.05278911345498e-05	0.000153445817198142	691.07	524.09	624.45	280.13	216.8	438.21
chr2R	22240886	22241163	278	*	4.57683907349847	2.80025496921033	5.3492537652809	-2.29616101596461	7.13023929075771e-05	0.00015478227314319	11.31	9.59	0	39.34	40.65	42.3
chr3L	3246801	3247097	297	*	5.09261382480326	4.09199265260648	5.67778332350329	-1.5272247446092	7.18862864327287e-05	0.000155699893932771	14.13	16.44	20.59	53.51	34.63	65.43
chr3L	21709800	21710084	285	*	4.67069571307511	3.36992662931175	5.34342901910034	-1.84215902555144	7.21133742601139e-05	0.00015584232558226	8.48	6.85	15.68	33.05	55.71	33.05
chr3R	11886936	11887499	564	*	5.09661981012081	4.01750877848509	5.70701714202566	-1.56325348942225	7.23194032665734e-05	0.000155938713293549	9.89	17.13	21.57	69.25	45.17	42.3
chr3R	6892189	6892502	314	*	4.88864599810145	3.70692656883246	5.52942812047563	-1.73340106219023	7.24846211630813e-05	0.000155946868693845	12.72	6.85	19.61	50.36	51.19	37.01
chr3L	19046784	19046876	93	*	3.87264911335334	2.25998959062424	4.61509087117421	-2.15378077170979	7.30534968885613e-05	0.000156821506654112	5.65	4.8	3.92	20.46	28.61	24.45
chr2L	9071495	9071568	74	*	3.07888395304801	0	4.03809686714038	-3.54846035264481	7.49806544188916e-05	0.000160601579087914	1.41	0	0	20.46	19.57	9.25
chr2L	15386037	15386405	369	*	5.41544824251011	4.66419095655705	5.90695700467796	-1.23227223083976	7.57346434324412e-05	0.000161857667158713	28.26	23.29	24.51	53.51	61.73	64.77
chr3R	29553992	29554119	128	*	3.99806047493292	2.51542852262732	4.7136592103146	-2.03266083724237	7.62804653888833e-05	0.000162664303676956	7.07	6.17	3.92	25.18	27.1	26.44
chr2L	11023432	11023987	556	*	5.446368836423	4.29579333206048	6.07822232584333	-1.69582981991437	7.7995204351868e-05	0.000165954553753093	21.2	10.28	27.45	66.1	90.33	46.27
chr2L	11188873	11189406	534	*	5.35717138207542	4.34490781953986	5.94619868012204	-1.50817228341197	7.84646051371686e-05	0.000166259516286579	14.13	16.44	30.39	62.95	73.77	48.25
chr3R	7310817	7311469	653	*	5.59700921416799	4.70909607346582	6.14258697978442	-1.39843251347968	7.84827530296893e-05	0.000166259516286579	29.68	16.44	32.35	78.69	73.77	59.48
chr3R	26002755	26003132	378	*	5.40081080031192	3.66687309798724	6.16581055252125	-2.20181995983683	8.05495737552699e-05	0.000170264525705888	0	18.5	19.61	59.8	61.73	93.85
chr2R	24057848	24058165	318	*	4.70895767974052	3.41482051440314	5.37999739205706	-1.82648574079442	8.14683592432824e-05	0.000171627358574936	8.48	6.85	16.67	42.49	52.69	29.74
chr3L	21710424	21710764	341	*	4.20673024949142	2.28278806075833	5.00288489784961	-2.32896833860688	8.15496455340532e-05	0.000171627358574936	0	4.8	9.8	37.77	34.63	23.79
chr3R	3735064	3735090	27	*	2.96102790421096	0	3.91671512958721	-3.51581498643848	8.46156874838767e-05	0.000177692943716141	1.41	0	0	12.59	13.55	19.17
chr2L	14381699	14381855	157	*	3.70884029056652	1.54593680705185	4.53803519168859	-2.5064908486012	8.59193032781363e-05	0.000180039147433145	1.41	3.43	3.92	22.03	33.12	14.54
chr3R	32068745	32069896	1152	*	5.98401938677608	4.98512061920635	6.56861462314379	-1.55234724171332	8.70018588039073e-05	0.000181912977499079	42.4	14.39	38.23	80.26	88.83	115.67
chr3R	7309496	7309685	190	*	4.6519013829961	3.44781347626209	5.29894536753625	-1.7357456462645	8.81921499532614e-05	0.000184003492127107	14.13	13.7	4.9	40.92	42.16	35.03
chr3R	4835517	4835869	353	*	4.70456994165979	3.5315868285658	5.34287241914707	-1.66707237066115	8.91043288799733e-05	0.00018550599503891	7.07	10.96	16.67	47.21	42.16	32.39
chrX	8806109	8806603	495	*	5.0924056862544	3.99442504552721	5.70860344296228	-1.58227892120071	9.01242188110409e-05	0.000187225796497775	7.07	19.18	21.57	61.38	40.65	54.86
chr2L	3231215	3231880	666	*	5.67189047156319	4.65257017184824	6.26323600042824	-1.52951395428723	9.21863544062443e-05	0.000191098751837837	31.09	26.72	17.65	73.97	106.89	49.57
chr2L	2450511	2450713	203	*	4.64327526530071	3.5990310512852	5.24268936271737	-1.60445883565227	9.74235854043271e-05	0.000201522876874904	16.96	9.59	9.8	40.92	37.64	35.03
chr3R	23148480	23149279	800	*	6.04670636321456	5.21045514195311	6.57267792288875	-1.30835862476289	9.78221478266265e-05	0.00020191494615496	22.61	33.57	54.9	92.85	84.31	108.39
chr2R	6562498	6562838	341	*	5.06341067948711	4.1139880244853	5.63111221385931	-1.50701787736894	9.91079900170303e-05	0.00020413287496045	24.02	10.28	17.65	44.07	55.71	48.91
chr2L	18003163	18003882	720	*	5.61389934156293	4.83721343626916	6.11601999831787	-1.27524479776906	9.98664863140945e-05	0.00020525750165833	38.16	26.03	21.57	59.8	72.27	76.01
chr3L	739300	739671	372	*	4.58136369624435	2.82418919192476	5.35043551982578	-2.32994741349176	0.00010023552987599	0.000205578602675597	12.72	0.69	7.84	42.49	48.18	31.73
chr4	131841	132592	752	*	5.8804343708699	4.96084363364529	6.43756604793963	-1.42473006340283	0.000102476344528073	0.000209729128843472	35.33	19.87	38.23	96	103.88	60.15
chr3R	29508580	29508642	63	*	3.24350170140319	0	4.16683636337155	-3.15515508316808	0.000102997712106018	0.00021035050717635	0	0	2.94	17.31	18.07	18.51
chr3R	16413709	16414208	500	*	5.23172864741329	3.98813912104915	5.88953272669118	-1.84700390439571	0.000103266278521667	0.000210454061290992	29.68	6.17	11.76	51.93	67.75	58.16
chr3L	26013216	26013958	743	*	5.74995058172048	4.98371727617683	6.24774120771675	-1.23236011713996	0.000104106492154591	0.000211719729308073	29.68	26.03	39.21	62.95	90.33	74.69
chr3L	759979	760690	712	*	5.98666399229917	5.34325885974238	6.43005833274796	-1.08327426935766	0.000105412925164524	0.000213926230480945	43.81	32.88	45.09	92.85	75.28	90.55
chr3L	7947600	7947984	385	*	4.66675715326057	3.58081189555906	5.27926676002399	-1.62091127768818	0.000106424678099865	0.000215526706592179	11.31	8.91	15.68	47.21	31.62	37.67
chr3R	30387954	30388101	148	*	3.82706024287643	1.7910664194212	4.63948460910621	-2.37379027103419	0.000113704038196118	0.000229786821961192	0	5.48	4.9	18.89	30.11	25.78
chr2L	10543897	10544356	460	*	5.99613181302723	4.60354178594405	6.6913413662029	-1.89349560257869	0.000114503622444193	0.000230919622716264	8.48	30.14	34.31	130.62	132.49	46.93
chr3L	3095762	3096285	524	*	6.1535655089809	5.31273733996219	6.68131350607315	-1.30244559101137	0.000114887453734022	0.00023121100063972	26.85	33.57	58.82	102.3	124.96	80.64
chr3L	8839244	8839445	202	*	4.22437040420185	2.39397517034236	5.00578251309993	-2.22502360239295	0.000116802607169366	0.000234576545791283	0	8.91	6.86	34.62	24.09	37.67
chr2L	15743633	15744222	590	*	5.31776807159547	4.44627442619428	5.85721906673242	-1.31657968343216	0.000119281073012187	0.000239057088236044	15.55	25.35	24.51	55.08	69.26	49.57
chr3R	14363183	14363639	457	*	5.17768489430349	4.23715289894978	5.74226723485036	-1.48930532729115	0.000119805005967865	0.00023961001193573	28.26	11.65	16.67	51.93	61.73	46.93
chrX	9685387	9685858	472	*	4.80632877149224	3.84849282508882	5.37695822825799	-1.50307758492802	0.000125800138269085	0.000251080441256066	16.96	9.59	16.67	44.07	37.64	42.96
chr3R	16423065	16423710	646	*	5.38855733429748	4.63813104422363	5.8797148055094	-1.1917420774135	0.000127179778944113	0.000253310652494872	25.44	26.72	22.55	61.38	61.73	53.54
chrX	13995114	13995465	352	*	4.69582943158724	3.71545801107108	5.27418927462917	-1.51244146318784	0.000134491316346185	0.000267322246070813	14.13	9.59	15.68	37.77	40.65	37.67
chr2R	25050345	25050492	148	*	4.06224503416866	2.5684405154953	4.78026688579332	-1.97653489212021	0.000135724163983116	0.000269218772911068	5.65	8.22	3.92	33.05	25.59	23.79
chr3L	1032092	1032397	306	*	5.00558343998508	4.09587078483781	5.55914929936814	-1.4120838980092	0.000140350215425371	0.000277824401846124	15.55	17.13	18.63	33.05	54.2	54.2
chr3L	2161901	2162143	243	*	4.51121643528485	3.25263062228698	5.17300848220499	-1.83841744797003	0.000141668975353608	0.000279861411434734	12.72	4.11	11.76	39.34	39.14	29.74
chr2R	4788419	4788940	522	*	5.03760990927611	3.99720964366149	5.63579160786492	-1.59240609741706	0.000143395508204141	0.000282694001888163	19.79	7.54	20.59	53.51	52.69	42.96
chr3L	9377491	9377937	447	*	5.49104235080624	4.669060807556	6.0114249017932	-1.28431516012293	0.000144579943271684	0.000284448523829829	16.96	26.03	33.33	62.95	57.21	73.36
chr2R	15033946	15034173	228	*	4.02342029365017	2.25131597259761	4.79506811538924	-2.17436047135132	0.000149047818939156	0.000292642668892733	2.83	7.54	3.92	31.48	34.63	17.18
chr2R	14209873	14210241	369	*	5.09811614230029	3.96753738062633	5.72410432849596	-1.64808986972989	0.000151285863692745	0.000296434369832033	9.89	9.59	27.45	59.8	51.19	47.59
chr4	704278	704989	712	*	5.64461121979763	4.64422514555245	6.22970238897817	-1.56134324188832	0.000152823389850907	0.000298840879748939	42.4	13.02	19.61	75.54	72.27	77.33
chr3R	17710920	17711283	364	*	5.28646614981072	4.44684881125815	5.81374495150642	-1.34463653317048	0.000154993889623079	0.000302472923991705	22.61	14.39	28.43	50.36	60.22	58.16
chr4	834053	834331	279	*	4.6136574046415	3.50864284270544	5.23199213131059	-1.59270538773288	0.000156012163549695	0.000303846270139124	8.48	10.96	14.7	39.34	43.66	29.74
chr2L	5294774	5295377	604	*	6.3071467583385	5.64544375580347	6.75907612424707	-1.11182829049746	0.000158880829329475	0.000308810626020669	49.46	43.85	56.86	97.57	81.3	146.07
chr2R	21702760	21703117	358	*	5.02487290836217	4.10710868143344	5.58134774755437	-1.42779501764425	0.000163387314088256	0.000316932018894088	15.55	11.65	24.51	47.21	48.18	48.25
chr4	806967	807707	741	*	5.83852422901315	5.11417619569235	6.31850956528327	-1.19144115058392	0.000164422305510498	0.000318300495236756	35.33	27.4	41.17	61.38	88.83	89.23
chr2R	12968748	12968909	162	*	3.62196480477991	1.51976006957607	4.44334681244273	-2.43666586290678	0.000170878271068876	0.000330136819705069	2.83	4.8	0.98	28.33	21.08	15.86
chr3R	18918350	18918986	637	*	5.85400602409453	5.12109164887323	6.33769312600201	-1.21931948067117	0.000172225045262246	0.000332074638170319	42.4	26.72	35.29	80.26	63.23	99.14
chr3L	271095	271398	304	*	4.88673704452673	3.91478203651755	5.46222874201609	-1.49069605045494	0.000181686069324707	0.00034961900989575	12.72	10.96	21.57	47.21	36.13	48.91
chr3L	16043604	16044012	409	*	5.47273756131108	4.66889990946568	5.9859014215231	-1.27099935186261	0.000185465924592724	0.000356183067905708	19.79	21.24	35.29	67.67	55.71	66.76
chr2R	23637026	23637088	63	*	3.43209677407022	1.39060237348153	4.24528323085003	-2.53975269510033	0.000188719708425629	0.000361712774482455	4.24	0.69	2.94	17.31	21.08	18.51
chr2R	13006978	13007066	89	*	3.3695525967443	0.420736220634532	4.2729655109758	-2.86986418757733	0.000189623870775139	0.000362726057759969	0	2.06	1.96	28.33	21.08	8.59
chr2L	4810502	4810909	408	*	5.55422783549616	4.79952653906857	6.04718943717062	-1.21529774818009	0.000191018547891304	0.000364671773247035	22.61	24.66	36.27	59.8	63.23	75.35
chrX	6997641	6998224	584	*	5.22594901321621	4.25079838612664	5.80253235691535	-1.46257218264727	0.000201386372280515	0.000383706579138022	9.89	17.81	29.41	56.66	46.67	64.11
chr3L	9379703	9380809	1107	*	6.69553688385471	5.89850574078776	7.20595977063313	-1.26084532153711	0.000209653710113701	0.000398672212539045	38.16	41.79	99.01	152.66	130.98	159.29
chr2L	21019824	21020344	521	*	5.39969230814337	4.55851604121339	5.92757509169323	-1.30594564365063	0.000210914921615555	0.000400282542791013	15.55	26.72	28.43	58.23	49.68	74.69
chr3L	21460259	21460707	449	*	5.64859407952504	4.4238363594567	6.30131518511974	-1.75598053400181	0.000212520113785817	0.000402538097876665	16.96	8.22	39.21	86.56	81.3	68.74
chr3R	29531296	29531685	390	*	4.95586483453626	3.48204302364413	5.66953663858764	-2.05034802015771	0.000214953893835425	0.000406351196565598	24.02	7.54	1.96	51.93	51.19	49.57
chr2L	12602001	12602154	154	*	3.76516342284216	1.03930522586616	4.65178433461962	-2.71587259013257	0.000233439998451211	0.00044043562207787	0	6.17	0	25.18	27.1	23.13
chr3L	9003362	9003627	266	*	4.72306451855238	3.55103983373578	5.36109378785083	-1.74545058154138	0.000238089707135682	0.00044833266489877	19.79	7.54	7.84	56.66	31.62	35.03
chr2R	12946041	12946719	679	*	6.00731200254906	5.404127722386	6.43137480654392	-1.01227240300152	0.000239487836338148	0.000450088034830061	42.4	35.62	49.01	77.11	97.86	83.94
chr3R	32071290	32071554	265	*	4.07183779723667	2.15713346898661	4.86658528514602	-2.44048126563974	0.00024458876006331	0.000458782023730402	8.48	0	4.9	28.33	30.11	29.08
chrX	2158348	2158683	336	*	4.47415329785306	3.44641219957163	5.06824554566556	-1.58113778888417	0.000251614706251139	0.000471046136121317	12.72	8.22	11.76	33.05	28.61	39
chrX	7525734	7526428	695	*	5.56148864216644	4.69988758206502	6.09720175636652	-1.36005125723494	0.000256589590935781	0.000479430454243646	22.61	17.13	38.23	64.52	60.22	80.64
chrX	4411665	4411913	249	*	4.90265314357438	3.93808118763106	5.47561028896766	-1.45949754989843	0.000260747524520089	0.000486258897078004	11.31	15.07	19.61	29.9	52.69	50.89
chrX	7604976	7605092	117	*	4.31029652055343	3.10424667541731	4.95788383310213	-1.75524343452763	0.000264528926836698	0.000492360199083334	11.31	9.59	4.9	31.48	24.09	37.67
chr2L	3781235	3781702	468	*	5.34120472764076	4.42049422411496	5.89873852926576	-1.41153531400976	0.000271327579996122	0.000504043158223564	15.55	14.39	34.31	62.95	57.21	58.82
chr3R	14031609	14032331	723	*	5.47835648693113	4.71439918935969	5.97519836667942	-1.19661544135527	0.000279078824836933	0.000517447494803219	19.79	24.66	34.31	70.82	61.73	56.18
chr3L	21108897	21109307	411	*	5.07709482079208	3.93464472445224	5.70657769580091	-1.61229004695578	0.00028111716924132	0.00052022832468796	4.24	17.13	24.51	50.36	58.72	47.59
chr3R	17701843	17702194	352	*	4.84875362457427	3.96146566186826	5.39409985933691	-1.36609953068059	0.000298331127306499	0.000551028430168409	16.96	15.07	14.7	37.77	52.69	35.69
chr4	703435	703953	519	*	5.19453635898475	4.05310963842425	5.82371943558349	-1.70952161802118	0.000300449551050545	0.000553882187623715	31.09	8.91	9.8	73.97	49.68	46.27
chr3R	29554402	29554900	499	*	5.02260127667825	4.1610370134129	5.55830042125683	-1.31671976360385	0.000303506102301718	0.000558451228235161	12.72	16.44	24.51	47.21	51.19	42.96
chr3L	22465881	22466192	312	*	5.03647023055852	3.87466129589249	5.67157286400955	-1.70275916975788	0.000306022907776134	0.000562011651923471	16.96	5.48	21.57	53.51	61.73	37.67
chr2R	12015331	12015662	332	*	4.79966984871531	3.79089131102167	5.38754669848049	-1.45351027981819	0.000309098334722358	0.000566582526265272	9.89	19.87	11.76	44.07	45.17	36.35
chr4	1026573	1027601	1029	*	5.91471542271209	5.04579159320782	6.45319881344495	-1.33308532723308	0.000310539893369657	0.000568146850369486	28.26	26.72	44.11	94.43	112.92	55.52
chr4	558381	558936	556	*	5.22088348480926	4.34749447241417	5.76104661803173	-1.3534030582221	0.000314876735908468	0.000574992300354593	21.2	14.39	25.49	59.8	63.23	39.66
chr3L	18399220	18400749	1530	*	7.03949383730853	6.54948503735651	7.4046031831344	-0.844559747209215	0.000332691236819607	0.000606376858052341	87.62	76.73	116.66	201.44	137.01	169.86
chr3L	3543201	3543480	280	*	4.60244653482753	3.40536171194057	5.24754340871481	-1.74889965091564	0.000334214743470371	0.000608006482471523	11.31	4.8	15.68	47.21	27.1	39.66
chr3R	18788761	18788887	127	*	3.22623185933402	0	4.14861799803977	-2.99825147892641	0.000359758476627642	0.000653245654929139	0	0	2.94	22.03	22.58	8.59
chr2L	224473	224717	245	*	4.88551411061021	4.03157396050581	5.41830818675206	-1.31974486177102	0.000364384189681803	0.000660403615821053	12.72	15.76	20.59	47.21	36.13	44.94
chr3L	18627605	18628203	599	*	5.92260903926141	4.8312236464389	6.53679071260339	-1.61249774462777	0.000366592609758037	0.000663161912034203	42.4	18.5	24.51	105.44	129.48	43.62
chr2R	14206242	14206517	276	*	4.90038125909101	3.97912814684035	5.4581097669789	-1.35832818533677	0.000411992697925618	0.000743897095693732	9.89	17.81	19.61	50.36	45.17	36.35
chrX	4596707	4597008	302	*	5.23733113951551	4.53612914815207	5.70715508167742	-1.17038203876886	0.000416101545901203	0.000749914353247317	28.26	17.81	23.53	53.51	49.68	53.54
chr3R	3789597	3790425	829	*	5.6236127807709	4.68598146001167	6.18717181623557	-1.41604272965326	0.00047386101911601	0.000852420380756174	24.02	19.87	33.33	66.1	106.89	45.61
chr3R	9249176	9249496	321	*	4.96082029338695	3.98063109433047	5.53911827621832	-1.51069150763314	0.000480741693919746	0.000863190476443261	21.2	7.54	18.63	56.66	45.17	37.67
chr3R	30255357	30255898	542	*	5.06896522043988	3.57512658933834	5.78699443549703	-1.97242298150455	0.000489441477461064	0.000877180829735413	2.83	5.48	27.45	55.08	55.71	54.86
chr2L	12114180	12114627	448	*	5.28658326833105	4.38049806698429	5.83883130920811	-1.38663377411366	0.000492720185619952	0.000881421665386804	22.61	14.39	25.49	66.1	69.26	36.35
chrX	23374957	23375240	284	*	4.61811066971497	5.41882807709746	2.6637373915271	2.2242322445385	0.000496875355112233	0.000887211817076557	33.92	49.33	45.09	3.15	0	15.86
chr4	509680	510149	470	*	5.25397918931705	4.57493725722951	5.71385151378938	-1.13437023100923	0.000500548550226648	0.000892121585828306	29.68	21.24	20.59	55.08	48.18	54.2
chr3R	27194563	27194890	328	*	4.51164872528583	2.88941115980015	5.25595514077904	-2.00695982536309	0.000511044676537843	0.000909151303012074	0	14.39	7.84	45.64	34.63	34.37
chr2L	7320222	7320948	727	*	6.14080998403129	5.36083057492685	6.64428582837938	-1.24294545326581	0.000525921752068788	0.000933897817092738	33.92	24.66	64.7	107.02	87.32	105.75
chr2L	6088075	6088269	195	*	4.44533962733895	3.0879274503409	5.13214784243344	-1.80408665840047	0.000545845570860361	0.000967498754956163	1.41	12.33	11.76	31.48	30.11	43.62
chr3L	1370168	1370521	354	*	5.24675515104636	4.42737658034271	5.76610986497681	-1.25293099518538	0.000549363230727411	0.000971950331286958	19.79	21.24	23.53	64.52	61.73	37.01
chr3R	30767097	30767502	406	*	5.05730812328172	4.32284400369089	5.54166156075361	-1.16028656892021	0.000564763872924111	0.000996382255601035	19.79	22.61	17.65	48.79	46.67	44.28
chr2R	23033801	23034414	614	*	5.73631972089361	5.02367045637811	6.21119847752191	-1.14789690133824	0.000565235482473465	0.000996382255601035	26.85	24.66	46.07	77.11	73.77	71.38
chr2R	12962316	12962870	555	*	5.34924605467881	4.5565511773597	5.85791324239213	-1.26722553585909	0.00057130419422725	0.00100524563137254	32.5	25.35	12.74	62.95	54.2	56.84
chr2R	6548727	6548875	149	*	3.85210254859734	1.99610039756699	4.63766087615515	-2.35086350783755	0.000596214841436866	0.00104717006696002	7.07	0	4.9	25.18	21.08	28.42
chr3R	26042126	26042770	645	*	5.46261921920797	4.39300140959937	6.0700606123283	-1.56104816877503	0.000613378813069938	0.00107536104069975	14.13	11.65	37.25	78.69	75.28	47.59
chr2R	21704547	21704938	392	*	5.24189016755834	4.23997988798096	5.82748886646057	-1.52238675868062	0.000616718141651196	0.00107925674788959	18.37	8.91	29.41	39.34	66.24	64.77
chr2L	12005803	12007356	1554	*	7.08533335283823	6.63876472436314	7.42585455449925	-0.787950694548808	0.000630494835542642	0.00110137072537829	104.58	76.73	117.64	196.72	140.02	179.12
chr3R	10356279	10357214	936	*	6.13278833676758	5.44149710490285	6.5981889301181	-1.13699691278131	0.000642359858844986	0.00112007152282357	45.22	25.35	59.8	107.02	85.82	97.82
chr2L	1643262	1643540	279	*	4.86459825300758	4.01922474508114	5.39410269864758	-1.32354958601136	0.000658250586053803	0.00114571183086121	18.37	11.65	18.63	48.79	43.66	33.71
chr3L	3107245	3107466	222	*	4.28960479396579	2.74266431552189	5.01884423977475	-1.93748395594841	0.000676805858863776	0.00117588931593958	0	10.28	9.8	36.2	34.63	26.44
chr3L	6770546	6771057	512	*	5.40340793434657	4.70338575995156	5.87270760385264	-1.14715011729347	0.000683520408784814	0.00118542318651011	22.61	21.24	34.31	53.51	54.2	68.08
chr3L	8825359	8825814	456	*	5.57769205599626	4.70279903252351	6.11841936983617	-1.35715855380554	0.000704625482654738	0.00121983551298293	21.2	15.76	41.17	55.08	81.3	72.04
chr3R	31220760	31221196	437	*	5.18854589378049	4.1233193850373	5.79461129371157	-1.51588994269522	0.000712700928773309	0.00123160840285334	5.65	19.18	27.45	67.67	57.21	41.64
chr2R	5416393	5417374	982	*	6.5510958417419	6.00758578384997	6.94495175222102	-0.890470666796965	0.000719664789968473	0.00124142176269562	50.88	63.71	78.42	144.79	130.98	93.85
chr3L	8675318	8675757	440	*	5.33881931997897	4.67971275972804	5.78954721399516	-1.10014500612062	0.000721477396263534	0.00124233006201528	29.68	24.66	22.55	44.07	61.73	60.15
chr2R	24816344	24816701	358	*	4.88119033787888	3.78868127740884	5.49571635328844	-1.58034805623609	0.000734201509643	0.00126199049522266	7.07	8.91	25.49	51.93	39.14	44.28
chr3R	6935860	6936434	575	*	5.52302345582581	4.90179749177028	5.95585649922561	-1.02871373172004	0.000738888826006834	0.00126779148476483	28.26	28.09	33.33	53.51	69.26	63.45
chr2L	18947425	18947717	293	*	5.02616324532568	4.06029593308384	5.59956633929633	-1.50080696655916	0.000741576316288788	0.00127008293855148	22.61	6.85	20.59	39.34	57.21	48.91
chr2L	8475787	8475978	192	*	4.21281476331663	2.74433521140675	4.92531111511176	-1.87568033025412	0.000742853892631044	0.00127008293855148	4.24	10.96	4.9	39.34	34.63	17.18
chr3L	1364442	1364787	346	*	5.60865300783598	4.90898132222488	6.07779681206002	-1.1725365572039	0.000753292251200947	0.00128565426618395	36.74	23.98	29.41	61.38	52.69	88.57
chr2R	22936816	22937254	439	*	5.15619054222613	4.11927893619841	5.75324998883838	-1.51093464920732	0.000766993885054991	0.00130673032268628	7.07	13.7	31.37	47.21	61.73	52.88
chr2L	1651435	1651788	354	*	4.94868244397125	3.92369691631023	5.54187821136487	-1.48443404896109	0.000809565095323362	0.00137683077831403	5.65	14.39	25.49	53.51	40.65	45.61
chr3R	10588669	10589714	1046	*	6.42671945799527	5.8262015161938	6.84947223082968	-0.989757100182474	0.000821182614011167	0.00139297650298217	40.98	45.9	83.33	129.05	103.88	113.02
chr3R	25079763	25079873	111	*	3.23263480351596	1.01698809538562	4.06832446196169	-2.3627532833886	0.000821942657039168	0.00139297650298217	0	4.11	1.96	15.74	18.07	16.52
chr3L	3513620	3513935	316	*	4.48824110618803	3.37192851719259	5.10998000011267	-1.61932642931019	0.000875107990501867	0.0014804804182571	9.89	5.48	15.68	39.34	39.14	25.12
chr3R	15633918	15634185	268	*	4.32283055582729	2.83789721766123	5.03893028726784	-1.88064279639674	0.000884722025470769	0.00149412845560273	0	11.65	9.8	34.62	31.62	32.39
chr3R	8106004	8106387	384	*	5.25015627861092	4.49391515361115	5.74376585660766	-1.22522411405496	0.000905954454350423	0.00152731588639181	19.79	16.44	31.37	45.64	49.68	65.43
chrX	4434817	4435362	546	*	5.26798378849332	4.35477001954107	5.82281729339606	-1.37022083011206	0.000948798215307116	0.00159675797210222	8.48	20.55	32.35	50.36	52.69	66.76
chr2L	10474529	10475313	785	*	6.51905817161052	4.64862009256709	7.30691655573724	-2.24816844526197	0.000963110210154345	0.0016180251530593	36.74	13.02	25.49	184.13	249.92	40.98
chr3R	14738546	14739553	1008	*	5.97668523933027	4.59949990734758	6.66824698053824	-1.83686486147527	0.000987634365503796	0.00165634513381366	1.41	30.14	41.17	97.57	108.4	99.14
chr2L	7334034	7334468	435	*	4.97875892171559	3.75385638343788	5.63151943835991	-1.73130490263756	0.00101122510339413	0.00169296958384529	9.89	4.11	26.47	53.51	43.66	51.55
chrX	636113	636115	3	*	2.74525154932525	0	3.65839968229709	-2.74128568435844	0.00103237364956182	0.00172538571881785	0	1.37	0.98	15.74	13.55	8.59
chr2L	380858	381135	278	*	4.71307755923554	3.83810725389216	5.2538338410046	-1.33708486017495	0.00107089427129367	0.00178667334381638	9.89	14.39	18.63	40.92	28.61	44.94
chr3R	13401346	13401720	375	*	4.89167008653302	4.10150067533036	5.39931132206951	-1.22800307688972	0.00109054355287125	0.00181631908978212	15.55	14.39	21.57	44.07	48.18	34.37
chr3R	17061961	17062246	286	*	5.05411369945035	4.2682431298686	5.56000274006482	-1.29903772538091	0.00123509215708667	0.00205352671901157	26.85	12.33	18.63	40.92	39.14	61.47
chr3R	15651935	15652184	250	*	4.03829484391597	2.25913480340079	4.81114923539703	-2.22876213437416	0.00126587478290551	0.00210109113451327	8.48	0	5.88	26.75	37.64	19.83
chr2R	23978469	23978666	198	*	3.79622684869346	2.26713783459736	4.52175330399629	-1.92509900014141	0.00128370363240536	0.00212702866021197	1.41	6.17	6.86	14.16	31.62	23.13
chr3R	21837979	21838277	299	*	4.88577253898646	3.77586807420569	5.50558488368993	-1.59033715468112	0.00129502944276574	0.00214212061936936	11.31	8.22	21.57	37.77	70.76	27.76
