seqnames	start	end	width	strand	Conc	Conc_WD_SUMOnub	Conc_WD_NOnub	Fold	p.value	FDR	WD_SUMOnub1	WD_SUMOnub2	WD_NOnub1	WD_NOnub2
nub_FBgn0085424_Down	chr2L	12585625	12630135	44511	*	9.68636829796791	9.5434929550032	9.81636046733213	-0.0218881442749541	0.666534141582779	0.914527485454893	486.97	1005.51	1284.36	518.86
CG14591_FBgn0033054_notChanged	chr2R	6038647	6049738	11092	*	6.87903685916213	7.30074975034714	6.28063019217744	0.0128938778560642	0.666562923116885	0.914527485454893	80.02	235.31	155.48	0
lncRNA:CR45921_FBgn0267581_notChanged	chr3L	17979841	17983841	4001	*	4.7434409083011	5.20994977637136	4.04967575733757	0.0136002220190988	0.666935909427086	0.914527485454893	15.61	58.41	33.12	0
KLHL18_FBgn0037978_notChanged	chr3R	12008434	12020550	12117	*	7.22117843258594	7.63032046464453	6.64793508067218	0.0127433219534533	0.666978727148771	0.914527485454893	131.75	264.52	200.57	0
Nipped-B_FBgn0026401_notChanged	chr2R	4727017	4734343	7327	*	8.48639442652925	8.43327338857896	8.53762877446839	-0.0313887671489389	0.667171154393506	0.914527485454893	348.39	342.96	333.05	410.16
CG10194_FBgn0032790_notChanged	chr2L	19488104	19504268	16165	*	8.9141835384857	8.99266655639418	8.83118415282429	0.0283948535131507	0.667817673608545	0.914854309677447	437.2	581.61	552.94	357.99
LKRSDH_FBgn0286198_notChanged	chr2L	7793959	7797959	4001	*	5.21182438914946	5.66280322377364	4.55217609786675	0.0132811806991406	0.667962530124119	0.914854309677447	31.23	70.09	46.92	0
Gbs-76A_FBgn0036862_notChanged	chr3L	19290766	19300830	10065	*	8.402470337065	8.46274878274191	8.33956311308865	0.0305774331479599	0.668633572877146	0.914926320995144	325.95	379.67	365.25	282.62
pxb_FBgn0053207_notChanged	chr3R	15664183	15692513	28331	*	8.05050455531133	8.56915823666562	7.23289758139334	0.0149616717088245	0.669030467601331	0.914926320995144	289.84	469.79	300.85	0
CG43163_FBgn0262719_notChanged	chr3L	8505146	8540013	34868	*	10.7263962394723	10.7730868882957	10.6781438334454	0.0312348879741712	0.669297555858008	0.914926320995144	1630.71	1869.16	1856.62	1420.35
pip_FBgn0003089_notChanged	chr3L	19335609	19339609	4001	*	6.62429991381838	6.75382000428641	6.48199473383714	0.0219827054987728	0.669319712160099	0.914926320995144	113.2	102.64	115	63.77
SLO2_FBgn0261698_notChanged	chr2R	10414996	10471643	56648	*	9.0242573605755	9.5607800838666	8.16052152602586	0.0155475097533325	0.66958167095405	0.914926320995144	565.04	945.43	572.26	0
CG16758_FBgn0035348_Down	chr3L	2501606	2505606	4001	*	5.58134505793018	6.02100500056747	4.94583994635303	0.0130464410280414	0.669674085660392	0.914926320995144	49.77	80.11	61.64	0
Idgf6_FBgn0013763_notChanged	chr2R	16689022	16695751	6730	*	6.34979589693722	6.77213643151019	5.75011547547866	0.0127831626562224	0.670287391028472	0.915386288449532	103.44	115.15	107.64	0
CG14346_FBgn0031337_Up	chr2L	1365996	1371050	5055	*	5.00983295606519	5.48081691683098	4.30601551059735	0.0136189883373065	0.67069161767013	0.915560463230388	11.71	77.6	39.56	0
ema_FBgn0038427_notChanged	chr3R	16439661	16447010	7350	*	8.31855816753605	8.23173576597609	8.4004508092307	-0.0273683117700202	0.671020221682235	0.915631304555263	227.38	373.83	367.09	308.71
Noa36_FBgn0026400_notChanged	chr3R	28597288	28610372	13085	*	9.29550713638284	9.25264449718925	9.33713297856684	-0.030969009699261	0.671636103766372	0.916035367317624	581.63	638.35	706.58	586.98
CG32073_FBgn0052073_Down	chr3L	11105582	11115740	10159	*	7.61476992638125	7.73464174313565	7.48402810922948	0.0226122919507645	0.671870001958257	0.916035367317624	169.81	256.17	239.21	118.85
CG32264_FBgn0052264_notChanged	chr3L	3804459	3863692	59234	*	9.4691042940358	9.8348095778478	8.97801687196949	0.0123034559089749	0.672178310534565	0.916078265880921	729.97	1096.46	995.47	13.04
CG7365_FBgn0036939_notChanged	chr3L	20125381	20142607	17227	*	7.22094019974339	7.62660732576555	6.65453781549643	0.0125186062676344	0.672712751884584	0.916429187314158	113.2	282.04	201.49	0
Usp10_FBgn0052479_notChanged	chr3L	869899	900772	30874	*	10.3534832250342	10.4151938905434	10.2890144979187	0.0295761878866119	0.675088287765968	0.919286890624522	1357.46	1373.5	1525.41	976.85
jagn_FBgn0037374_notChanged	chr3R	5777315	5828576	51262	*	9.13951919803664	9.6717623976369	8.28701852013999	0.0153185441454767	0.676172056561763	0.920383930548282	534.79	1096.46	624.7	0
CG6125_FBgn0038337_notChanged	chr3R	15405070	15419277	14208	*	8.13023124946246	8.63989472053568	7.33507797619982	0.0145671717719803	0.67676398966638	0.920810872453146	374.74	423.06	322.93	0
tacc_FBgn0026620_notChanged	chr3R	4747056	4782302	35247	*	8.30909174138892	8.82363861097134	7.50180257535163	0.0147115148016822	0.67737639916807	0.921208371972136	327.9	578.27	362.49	0
asRNA:CR45136_FBgn0266629_Up	chr2R	10851546	10856495	4950	*	5.93802189671847	6.36800561656753	5.32269425174398	0.0126785837510379	0.677612927585428	0.921208371972136	45.87	119.33	80.04	0
Snap25_FBgn0011288_notChanged	chr3L	24072180	24301205	229026	*	8.76411809659738	9.42012861716299	7.52720918235018	0.0211432316006583	0.678309283779528	0.921443943880398	0	1370.16	368.93	0
asRNA:CR45804_FBgn0267454_notChanged	chr3L	9691821	9735807	43987	*	10.6276178404459	10.6673053495515	10.5868075979432	0.0301452432973837	0.67858097966574	0.921443943880398	1506.78	1745.66	1684.57	1391.36
klar_FBgn0001316_notChanged	chr3L	538614	584810	46197	*	10.9658072467149	10.9279337094861	11.0027119108616	-0.0299818256386596	0.678621605088102	0.921443943880398	1764.41	2132.01	2190.59	1913.12
stg_FBgn0003525_notChanged	chr3R	29253800	29259425	5626	*	8.95830453545985	8.87691286246546	9.03534856937083	-0.0272025956828583	0.67903039990962	0.921585769055895	505.51	434.75	392.85	656.55
prd1_FBgn0037949_notChanged	chr3R	11785014	11791393	6380	*	6.51065414472088	6.92099808926852	5.93503319139645	0.012351345568878	0.679547627720924	0.921585769055895	94.66	147.7	122.36	0
Ir68a_FBgn0036150_notChanged	chr3L	11234218	11239620	5403	*	7.28423700565006	7.17994463914314	7.38149568997973	-0.0239477065256109	0.680006379472018	0.921585769055895	129.79	160.21	208.85	124.64
Ugt301D1_FBgn0032684_notChanged	chr2L	18507560	18533967	26408	*	8.49171552559888	9.00518920450638	7.68710567795286	0.0146415467478638	0.680006398641646	0.921585769055895	429.39	598.3	412.17	0
TAF1B_FBgn0037792_notChanged	chr3R	10142184	10163331	21148	*	8.74554069513485	8.88057330947958	8.59655186627719	0.0200015585178533	0.680194414785192	0.921585769055895	401.09	541.56	591.58	182.62
CG10413_FBgn0032689_notChanged	chr2L	18603249	18614249	11001	*	7.77741111275117	7.95272443786663	7.57780848674039	0.0167315096365755	0.680733981447364	0.921585769055895	217.62	277.87	318.33	63.77
otk2_FBgn0267728_notChanged	chr2R	12023272	12064866	41595	*	8.99148967558581	9.51449386218735	8.16283910891926	0.0149426362844773	0.681046357864644	0.921585769055895	512.34	950.43	573.18	0
RpII215_FBgn0003277_notChanged	chrX	11568326	11591173	22848	*	9.97760773156192	9.93058612284615	10.0231450209194	-0.0299605927441483	0.681763764162198	0.921585769055895	869.52	1082.28	954.99	1126.13
Cks30A_FBgn0010314_notChanged	chr2L	9328763	9343925	15163	*	5.8260805528138	6.43932992352628	4.73773175102283	0.0187514250308844	0.681838180023183	0.921585769055895	0	173.56	53.36	0
CG42354_FBgn0259700_notChanged	chrX	16102946	16106946	4001	*	7.57347725420922	7.63894847700757	7.50489303823821	0.0278178245970781	0.682341635241255	0.921585769055895	194.2	204.44	154.56	208.7
Bre1_FBgn0086694_notChanged	chr3L	5792192	5798543	6352	*	6.08424529714347	6.50168786375899	5.49446060001046	0.0123444770573548	0.682880667672528	0.921585769055895	64.41	116.82	90.16	0
CG43366_FBgn0263109_Down	chr2R	5891895	5933363	41469	*	7.73876982495552	8.24315834491784	6.95656635294609	0.0143038224288319	0.683696146089386	0.921585769055895	133.7	472.3	248.41	0
CG32295_FBgn0260480_notChanged	chr3L	2524973	2528973	4001	*	4.89605420150202	5.33021463868575	4.27206817867402	0.012563887297103	0.683962613505483	0.921585769055895	31.23	49.23	38.64	0
sba_FBgn0016754_notChanged	chr3R	23920973	23937964	16992	*	10.1792367071203	10.1489470230481	10.2089035080928	-0.0283128287381661	0.683976984618789	0.921585769055895	1060.79	1209.95	1196.04	1171.06
Hacl_FBgn0034488_notChanged	chr2R	20243388	20249624	6237	*	7.83897504600189	7.72580201314355	7.94391230127907	-0.0225610878431122	0.684000968441876	0.921585769055895	186.4	236.98	333.05	159.43
GluProRS_FBgn0005674_notChanged	chr3R	23956391	23990738	34348	*	7.8439330074685	8.34916907360568	7.05965984591019	0.0143224518779602	0.684262391418699	0.921585769055895	147.36	504.84	266.81	0
CG31639_FBgn0051639_notChanged	chr2L	6153141	6157141	4001	*	0	0	0	0.0126244910583436	0.685131759406921	0.921585769055895	0	0.83	0	0
CG31904_FBgn0260479_notChanged	chr2L	7736809	7740809	4001	*	0	0	0	0.0126244910583436	0.685131759406921	0.921585769055895	0	0.83	0	0
lbl_FBgn0008651_notChanged	chr3R	21432133	21436133	4001	*	0	0	0	0.0126244910583436	0.685131759406921	0.921585769055895	0	0.83	0	0
Mst98Ca_FBgn0002865_notChanged	chr3R	28289338	28295863	6526	*	0	0	0	0.0126244910583436	0.685131759406921	0.921585769055895	0	0.83	0	0
Actbeta_FBgn0024913_notChanged	chr4	1082796	1086796	4001	*	0	0	0	0.0126244910583436	0.685131759406921	0.921585769055895	0	0.83	0	0
CG9106_FBgn0030624_notChanged	chrX	15270405	15274405	4001	*	0	0	0	0.0126244910583436	0.685131759406921	0.921585769055895	0	0.83	0	0
SdicC_FBgn0283434_notChanged	chrX	20215259	20219259	4001	*	0	0	0	0.0126244910583436	0.685131759406921	0.921585769055895	0	0.83	0	0
NetB_FBgn0015774_Down	chrX	14747376	14751376	4001	*	6.42155339396578	6.54800114467572	6.28294885815557	0.0198298683062708	0.685868295949738	0.922201621819456	93.69	93.46	54.28	101.45
ttv_FBgn0265974_notChanged	chr2R	14524267	14597617	73351	*	8.8163206139877	9.34215845740187	7.98041309490046	0.0149766546059569	0.686686248642021	0.922416732053492	210.79	1087.28	505.1	0
dikar_FBgn0261934_notChanged	chr3L	6741164	6745164	4001	*	7.65572072468908	7.71020022678967	7.59910294001499	0.0289673421749298	0.686784203726	0.922416732053492	201.03	217.79	205.17	182.62
Dyrk2_FBgn0016930_notChanged	chr2L	14232126	14236126	4001	*	6.60659430175898	6.5046164262307	6.70183724682076	-0.02369654749382	0.686864559619161	0.922416732053492	101.49	80.11	96.6	111.6
CG7987_FBgn0038244_notChanged	chr3R	14573887	14610079	36193	*	8.03893446439437	8.54589461888244	7.25043816270247	0.0143361112985281	0.687328690759838	0.922665573113308	154.19	593.29	304.53	0
Ugt302K1_FBgn0040251_notChanged	chr3R	11151849	11165498	13650	*	7.9934536335075	8.10540532369029	7.87207820654474	0.0216339612667703	0.687679417654043	0.922762040964002	202.01	348.8	309.13	159.43
CG44008_FBgn0264750_notChanged	chr2L	11840445	11844445	4001	*	4.75521999928487	5.1910849501811	4.12767826933884	0.0124739306346555	0.688794412208564	0.923883546817243	20.49	52.57	34.96	0
CdGAPr_FBgn0032821_notChanged	chr2L	19789882	19969685	179804	*	10.3309287701531	10.8701637699203	9.46000932339504	0.0154440109859636	0.689233420347348	0.924097807102664	922.22	2821.26	1408.56	0
CG6752_FBgn0038296_notChanged	chr3R	15194210	15216845	22636	*	9.97769515854274	9.93997503002563	10.0144541478468	-0.0289313869302496	0.690359170693376	0.92432772167596	905.63	1058.91	1107.71	960.91
mfas_FBgn0260745_Up	chr3R	11991315	11995315	4001	*	7.71232835402457	7.76310178042686	7.65970264897081	0.0286739007128934	0.690368128380815	0.92432772167596	228.36	206.11	191.37	213.05
cert_FBgn0027569_notChanged	chr3L	8287870	8291870	4001	*	5.94715973057008	6.35747081843077	5.37160385222493	0.0120284276592768	0.690442395854601	0.92432772167596	66.36	97.63	82.8	0
RhoGEF64C_FBgn0035574_notChanged	chr3L	4690783	4798253	107471	*	8.38727039615106	9.02660258493463	7.21066763400987	0.0201842056848464	0.690724711273861	0.92432772167596	0	1043.06	296.25	0
CG14082_FBgn0036851_Down	chr3L	19136975	19140975	4001	*	4.55086130743235	5.18183370123391	3.40331271195227	0.0196736026060639	0.690801588306029	0.92432772167596	0	72.6	21.16	0
smal_FBgn0085409_notChanged	chr2L	6177133	6213114	35982	*	9.77021905784954	9.83558154602586	9.70175415500684	0.0271279356778957	0.691885972175145	0.925404479356328	846.1	981.31	1024.91	640.6
NTPase_FBgn0024947_notChanged	chr2L	2883850	2981288	97439	*	10.2945246596283	10.8234873620868	9.45055519361975	0.0150334557564207	0.692535580057497	0.92543324699773	1441.39	2182.91	1399.36	0
CG31775_FBgn0028537_notChanged	chr2L	14735769	14739769	4001	*	0	0	0	0.01283084553162	0.692746495259407	0.92543324699773	0.98	0	0	0
stol_FBgn0028863_notChanged	chr2L	15716272	15720272	4001	*	0	0	0	0.01283084553162	0.692746495259407	0.92543324699773	0.98	0	0	0
CG11590_FBgn0030545_notChanged	chrX	14198178	14229949	31772	*	9.87928350536749	9.92885968393442	9.82794289955814	0.0284604795894043	0.693326725070863	0.925501398234091	824.63	1124.83	840.91	976.85
CG32473_FBgn0052473_notChanged	chr3R	13300648	13315974	15327	*	8.02146964440421	8.17144045914269	7.85408097212782	0.017234358728111	0.694600010442155	0.925501398234091	230.31	346.29	367.09	95.66
ABCA_FBgn0031170_notChanged	chrX	21304665	21308665	4001	*	6.97399912778845	7.09316499390681	6.844096739601	0.0198093599275803	0.694726016036254	0.925501398234091	87.83	185.25	109.48	120.29
Letm1_FBgn0284252_notChanged	chr2R	24513320	24517320	4001	*	8.33079481814555	8.37038652882894	8.29008586432711	0.0286334758617643	0.694872045606407	0.925501398234091	346.44	315.42	299.93	326.1
CG18304_FBgn0031869_Up	chr2L	6940814	6969644	28831	*	10.8530530299453	10.8803145337764	10.8252664484286	0.0268175004707608	0.69533075032103	0.925501398234091	1783.93	1985.98	1902.62	1726.15
CG4393_FBgn0039075_notChanged	chr3R	23382777	23386777	4001	*	5.14405299440348	5.56253530419685	4.55217609786675	0.0120044794462889	0.695677922881695	0.925501398234091	36.11	58.41	46.92	0
lncRNA:CR44564_FBgn0265757_notChanged	chr3L	17335097	17341262	6166	*	5.62780499063452	6.04946879276294	5.02949787539994	0.0120584197989964	0.696040160261767	0.925501398234091	27.32	105.14	65.32	0
Sap-r_FBgn0000416_notChanged	chr3R	30887062	30891062	4001	*	7.94869192503254	7.88087685866841	8.01346189046922	-0.0263524571959369	0.69624774944034	0.925501398234091	212.74	258.68	300.85	215.95
CG6145_FBgn0033853_notChanged	chr2R	13545577	13549577	4001	*	7.66853455721112	7.61291730754826	7.72208706130906	-0.0279029487664643	0.696299196820524	0.925501398234091	179.56	211.95	210.69	211.6
CG13954_FBgn0033405_notChanged	chr2R	9387467	9402329	14863	*	8.8642731662136	8.92549620406903	8.80033644767987	0.0270813023538943	0.696643032163568	0.925501398234091	422.56	549.9	513.38	378.28
CG33346_FBgn0053346_notChanged	chr3R	28667233	28736816	69584	*	8.2671530265705	8.8155476906106	7.37160385222493	0.0157486669841213	0.696787807821107	0.925501398234091	16.59	884.51	331.21	0
Pvf3_FBgn0085407_notChanged	chr2L	7155695	7159695	4001	*	5.41588916417835	5.82941408743048	4.83394706628213	0.0118982691128821	0.696847677178533	0.925501398234091	41.96	71.76	57.04	0
Rgk1_FBgn0264753_notChanged	chr2R	19354525	19369294	14770	*	7.819966509487	8.30062337432301	7.09406987669602	0.0134117842493651	0.696917607725831	0.925501398234091	251.78	378.84	273.25	0
CG4022_FBgn0035986_notChanged	chr3L	9408832	9419388	10557	*	8.57777171408496	8.53257256186788	8.62159770382723	-0.0283437927996476	0.696943732167204	0.925501398234091	360.1	380.51	437.01	350.74
Cht9_FBgn0034582_notChanged	chr2R	21067286	21125704	58419	*	9.09497794636702	9.59956392584425	8.31229265628351	0.014141967373167	0.697240908981041	0.925501398234091	561.14	990.49	635.74	0
CG17104_FBgn0040496_notChanged	chr2L	10675198	10691271	16074	*	8.1750354799603	8.03662974872779	8.30131777086111	-0.0188405525276966	0.697272585614261	0.925501398234091	180.54	344.63	452.65	178.27
rau_FBgn0031745_notChanged	chr2L	5877498	5881498	4001	*	6.64617916234379	6.79537435723577	6.47975636637693	0.0170363644563672	0.697580881628738	0.925539349362267	76.12	146.03	120.52	57.97
Mvl_FBgn0011672_notChanged	chr3R	21058800	21078798	19999	*	9.919324497985	9.95011824833752	9.88785910531815	0.0273801899479045	0.698024030019866	0.925756118371037	943.69	1034.71	999.15	895.69
fd96Cb_FBgn0004898_notChanged	chr3R	25093012	25105617	12606	*	6.72614645246824	7.10995787066262	6.20167885078262	0.0114644759894465	0.698621755724872	0.925883137078613	144.43	131.84	147.2	0
Su(var)2-HP2_FBgn0026427_notChanged	chr2R	14616118	14626498	10381	*	8.70962941609823	8.6610428672871	8.75663285574739	-0.0280670878232628	0.698679417735055	0.925883137078613	358.15	451.44	456.33	408.71
pdgy_FBgn0027601_notChanged	chrX	14951532	14955697	4166	*	7.96331575498394	7.87662903246442	8.04508768117069	-0.0241899812811017	0.699333103110963	0.926287778804427	214.7	255.34	197.81	330.45
CG15096_FBgn0034394_notChanged	chr2R	18813019	18824250	11232	*	6.93346222089149	7.31613338920056	6.41113221641157	0.0114252851518786	0.699544623521385	0.926287778804427	97.59	221.13	170.21	0
AkhR_FBgn0025595_notChanged	chr2L	6714186	6738149	23964	*	8.31492034069501	8.80087675694898	7.57671828212954	0.0135263500990228	0.699847520759377	0.926318178477112	385.48	506.51	381.81	0
CG10932_FBgn0029969_Down	chrX	7886785	7905643	18859	*	9.91761857288687	9.86415984589383	9.96916697514518	-0.0276536716069485	0.700286723222735	0.926528895299492	839.27	1024.7	851.03	1153.67
CG18131_FBgn0031343_notChanged	chr2L	1498608	1504904	6297	*	4.71420990876464	5.14885983036505	4.08920412152421	0.0121753675986789	0.700994386697134	0.926773909614373	11.71	59.25	34.04	0
mip130_FBgn0023509_notChanged	chrX	1906239	1932517	26279	*	9.83016784084322	9.86920836021135	9.79004139870114	0.0279503988376089	0.701537089241682	0.926773909614373	838.29	1032.21	932.91	837.71
CG4218_FBgn0250844_notChanged	chr2L	14547109	14551109	4001	*	5.90640489520271	6.30411546327246	5.35548418686165	0.0115384896644429	0.701694678583524	0.926773909614373	77.1	80.94	81.88	0
zyd_FBgn0265767_notChanged	chrX	23020898	23037550	16653	*	8.18243890941512	8.06410654022198	8.29179689701187	-0.0202926220030742	0.701708826515345	0.926773909614373	158.09	377.17	265.89	360.88
CG33110_FBgn0053110_notChanged	chr3R	22568188	22621826	53639	*	9.71287927766513	10.2204927833796	8.9227780394898	0.0141920267458086	0.702174975991454	0.926773909614373	953.45	1432.74	970.63	0
pnt_FBgn0003118_notChanged	chr3R	23344167	23365574	21408	*	9.39528480225769	9.46873673728928	9.31789165277244	0.0248146984722711	0.702193700612402	0.926773909614373	663.61	753.5	816.99	459.44
mgl_FBgn0261260_notChanged	chrX	9498129	9502129	4001	*	7.28560162525184	7.37607823092533	7.18906899302323	0.0219152174467909	0.703313632887134	0.926773909614373	167.85	164.39	104.88	186.96
ZnT41F_FBgn0025693_notChanged	chr2R	5780858	5784858	4001	*	6.41540504196005	6.30811351755703	6.51526678054972	-0.0212570837283784	0.703395481897374	0.926773909614373	85.88	72.6	80.04	102.9
lsn_FBgn0260940_notChanged	chr3R	21863168	21909182	46015	*	9.35913867257336	9.85862092041393	8.5888345684456	0.0139065265181849	0.703573834576154	0.926773909614373	818.77	1038.05	770.06	0
AdipoR_FBgn0038984_notChanged	chr3R	22545846	22558494	12649	*	7.40977552969507	7.77549095275689	6.91866974518756	0.0111261858661357	0.704029696516272	0.926773909614373	167.85	270.36	241.97	0
CG14257_FBgn0039479_Down	chr3R	27073870	27084818	10949	*	5.46546068285612	5.880871750096	4.87975075589526	0.0117530864820029	0.704036698661383	0.926773909614373	24.4	93.46	58.88	0
bol_FBgn0011206_Up	chr3L	9132405	9147693	15289	*	7.68653905157202	7.95749288724228	7.35264969980384	0.0113927336890579	0.704303520203873	0.926773909614373	205.91	291.22	321.09	5.8
stet_FBgn0020248_Up	chr3L	1487547	1491547	4001	*	5.96867183173121	6.36578181657423	5.41890956700329	0.011459887264019	0.704308103885514	0.926773909614373	55.63	109.31	85.56	0
DIP-delta_FBgn0085420_notChanged	chr3L	5422109	5444399	22291	*	4.42897727708652	5.04267095356229	3.33918237453255	0.0187562663523281	0.704642277214696	0.926773909614373	0	65.92	20.24	0
stau_FBgn0003520_notChanged	chr2R	18123779	18132246	8468	*	8.75258669563465	8.78618640948338	8.71818576256313	0.0272027341931121	0.704673060317244	0.926773909614373	444.03	438.92	437.93	404.36
CG13895_FBgn0035158_notChanged	chr3L	706205	713850	7646	*	9.63594725667651	9.61229263597959	9.65922028133998	-0.0252200598072552	0.705212245740064	0.92711454952478	782.66	782.71	824.35	792.78
wb_FBgn0261563_notChanged	chr2L	14261027	14368840	107814	*	10.2066755815004	10.718467674217	9.40624999503182	0.0143006803441985	0.706222188794882	0.927636330692426	1119.35	2250.5	1357.04	0
CG14435_FBgn0029911_notChanged	chrX	6841921	6853884	11964	*	9.49440880133434	9.43680929820116	9.54979666522412	-0.026544708957861	0.706866260202055	0.927636330692426	605.05	781.04	636.66	862.35
Taf2_FBgn0011836_notChanged	chr3L	9886683	9895319	8637	*	7.864525242078	7.96991632490636	7.75082413327166	0.0201995419202557	0.707112478425004	0.927636330692426	201.03	300.4	291.65	139.14
scro_FBgn0287186_Up	chr3L	24722162	24760036	37875	*	6.97749663034981	7.35098413727184	6.47220779316334	0.0110899016655269	0.70734045916659	0.927636330692426	99.54	226.97	177.57	0
His3.3B_FBgn0004828_notChanged	chrX	9154669	9198414	43746	*	10.3172430438202	10.3707540965867	10.2616705025326	0.0265009460103875	0.707400033384724	0.927636330692426	1091.05	1557.08	1075.51	1379.76
CG15385_FBgn0031397_notChanged	chr2L	2210571	2233099	22529	*	10.133877839235	10.0944931050697	10.1722159033115	-0.027353020169508	0.707542821635323	0.927636330692426	958.33	1228.3	1148.2	1159.47
Fem-1_FBgn0034542_notChanged	chr2R	20665306	20675495	10190	*	8.96705685017012	8.99916211423745	8.93422083326825	0.0267618650062965	0.708152630222257	0.927636330692426	497.7	525.7	508.78	469.58
comm2_FBgn0041160_notChanged	chr3L	15697850	15701850	4001	*	7.51181932831265	7.57500385961297	7.44574030439694	0.0255630454557543	0.708240154042394	0.927636330692426	178.59	202.77	195.05	153.63
RabX1_FBgn0015372_notChanged	chr2R	23521613	23530260	8648	*	7.97223222776482	7.86979761238563	8.06787343662602	-0.0208303446301263	0.708305437130412	0.927636330692426	216.65	251.17	367.09	169.57
dysf_FBgn0039411_notChanged	chr3R	26096711	26100711	4001	*	5.27633277219147	5.68061625313662	4.71264077006	0.0114542255604347	0.708412513647556	0.927636330692426	34.16	68.42	52.44	0
lncRNA:CR44149_FBgn0264998_notChanged	chr2L	9566785	9583745	16961	*	9.3027265358799	9.35378089195246	9.2497989666551	0.0265910713535984	0.709985902019119	0.928902660409072	582.61	725.97	690.02	527.56
lncRNA:CR43653_FBgn0263662_notChanged	chr3R	21590350	21596852	6503	*	6.57001747482268	6.75362978896913	6.35958143256674	0.0137662981672551	0.710082382707612	0.928902660409072	101.49	114.32	135.24	28.99
wat_FBgn0039620_notChanged	chr3R	29018406	29022406	4001	*	4.59455303611654	5.07874020826981	3.8604758346283	0.0133103212687284	0.710356406690062	0.928902660409072	0	67.59	27.6	1.45
CG15599_FBgn0030667_Up	chrX	15686857	15690857	4001	*	4.48094142065762	4.9287147642652	3.82819085052972	0.0123126261977329	0.71050245799195	0.928902660409072	0	60.91	21.16	7.25
Cog8_FBgn0287204_notChanged	chr2L	11496948	11510649	13702	*	7.78262498682886	8.24461017127587	7.09891927635742	0.0126880580791699	0.710912384497705	0.929071516707309	270.32	336.28	274.17	0
CG14718_FBgn0037939_notChanged	chr3R	11698614	11704720	6107	*	4.62966065602854	5.23074330171486	3.58019047403635	0.0181182798739878	0.711679430855596	0.929706765377484	0	75.1	23.92	0
SA-2_FBgn0043865_notChanged	chr3L	1435872	1439872	4001	*	3.44862433967375	3.85554959260801	2.87975075589526	0.0113310966256298	0.712867934027265	0.930268609316861	9.76	19.19	14.72	0
CG13731_FBgn0036717_notChanged	chr3L	17386956	17390956	4001	*	5.01698527633669	5.41539549350062	4.46471325661641	0.0112292212217722	0.713425881275219	0.930268609316861	41.96	43.39	44.16	0
rb_FBgn0003210_notChanged	chrX	4538626	4546497	7872	*	8.47950060707272	8.42052510580868	8.53615965028502	-0.0257246781371475	0.713427943518779	0.930268609316861	306.43	378.84	319.25	423.2
CG2003_FBgn0039886_notChanged	chr3R	31976121	31992909	16789	*	9.44845862503166	9.48297922174751	9.41309173311246	0.0266686308739279	0.714012670959478	0.930268609316861	726.06	705.11	612.74	750.75
CG14968_FBgn0035431_notChanged	chr3L	3301112	3371942	70831	*	10.9645210070303	11.0200973802155	10.9067176099096	0.0255858640761279	0.714147962757856	0.930268609316861	1776.12	2377.34	2294.55	1544.99
Epg5_FBgn0038651_notChanged	chr3R	18756873	18760873	4001	*	5.46720527300007	5.86082632180335	4.92414487525371	0.0111416880038154	0.714256226034958	0.930268609316861	41.96	74.27	60.72	0
lncRNA:CR43334_FBgn0286827_notChanged	chr3L	626435	645900	19466	*	9.94700537276818	9.92298833534585	9.9706291285207	-0.0248794764211595	0.714405748685461	0.930268609316861	1000.29	941.25	1041.47	965.26
CG11658_FBgn0036196_Up	chr3L	11706553	11717285	10733	*	8.80879481739911	8.86752834363753	8.74756834258666	0.0253306195964375	0.714519820360025	0.930268609316861	457.69	476.47	516.14	343.49
kmr_FBgn0085412_notChanged	chr3R	13713207	13787676	74470	*	9.33227000946623	9.81899203493168	8.59227775633508	0.0133754084235628	0.715068276450617	0.930268609316861	604.08	1202.44	771.9	0
alpha-Est6_FBgn0015574_notChanged	chr3R	7526777	7551124	24348	*	8.55635256300595	8.6659236336669	8.43777064230752	0.0187978678785872	0.715069530047644	0.930268609316861	342.54	469.79	505.1	188.41
haf_FBgn0261509_notChanged	chr2L	1553129	1616160	63032	*	8.22751441377985	8.71442487167802	7.48708106964487	0.0133770779499149	0.715364215525734	0.930268609316861	96.61	743.49	358.81	0
CG17193_FBgn0040571_notChanged	chr3R	20054097	20061750	7654	*	6.9724838870395	7.14598531739905	6.77522747727539	0.0138173409931589	0.715483109915808	0.930268609316861	100.52	182.74	178.49	40.58
CG6184_FBgn0038725_notChanged	chr3R	19655866	19659866	4001	*	4.35347293725689	4.78365699189551	3.73773175102283	0.0117636566708113	0.716472155144677	0.930790045045541	5.86	49.23	26.68	0
Sar1_FBgn0038947_notChanged	chr3R	22354685	22396104	41420	*	10.4993971817675	10.5320209837326	10.4660185527396	0.0261679506616178	0.716558096584709	0.930790045045541	1375.03	1586.28	1524.49	1304.4
spoon_FBgn0263987_notChanged	chrX	5418867	5434526	15660	*	9.87317495238272	9.8218832999719	9.92270548333299	-0.0259766021864708	0.716728025015424	0.930790045045541	836.34	973.8	807.79	1133.38
CG5687_FBgn0035293_notChanged	chr3L	1937103	1944872	7770	*	6.07846440110207	6.45570362468115	5.56625128307847	0.0108047166527581	0.718459303940748	0.932335962067472	71.24	104.31	94.76	0
